"sampling_location","duplicate_sample","sample_date","sample_time","weather_condition_dry_or_wet","top_sample_temperature_c","bottom_sample_temperature_c","site_actual_depth_ft","top_sample_depth_ft","bottom_sample_depth_ft","top_salinity_psu","bottom_salinity_psu","top_conductivity_s_m","bottom_conductivity_s_m","ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l","ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l","percentage_o2_saturation_top_sample","percentage_o2_saturation_bottom_sample","light_trans_transparency_top_sample","light_trans_transparency_bottom_sample","top_sigma_t_kg_m3","bottom_sigma_t_kg_m3","top_fluorometer_mg_m3","bottom_fluorometer_mg_m3","ctd_conductivity_temperature_depth_profiler_ph_top_sample","ctd_conductivity_temperature_depth_profiler_ph_bottom_sample","top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s","top_sample_par_ue_s_m2","bottom_sample_par_ue_s_ue_s_m2","oxidation_reduction_potential_mv_top_sample","oxidation_reduction_potential_mv_bottom_sample","current_speed_knot","current_direction_current_direction","wind_speed_mph","wind_direction_wind_direction","sea_state","winkler_method_top_dissolved_oxygen_mg_l","winkler_method_bottom_dissolved_oxygen_mg_l","secchi_depth_ft","top_ph","bottom_ph","top_total_coliform_cells_100_ml","top_bottom_coliform_cells_100_ml","fecal_coliform_top_sample_less_than_or_greater_than_result","fecal_coliform_bottom_sample_less_than_or_greater_than_result","top_fecal_coliform_bacteria_cells_100ml","bottom_fecal_coliform_bacteria_cells_100ml","enterococcus_top_sample_less_than_or_greater_than_result","enterococcus_bottom_sample_less_than_or_greater_than_result","top_enterococci_bacteria_cells_100ml","bottom_enterococci_bacteria_cells_100ml","top_nitrate_nitrite_mg_l","bottom_nitrate_nitrite_mg_l","top_ammonium_mg_l","bottom_ammonium_mg_l","top_ortho_phosphorus_mg_l","bottom_ortho_phosphorus_mg_l","top_total_kjeldhal_nitrogen_mg_l","bottom_total_kjeldhal_nitrogen_mg_l","top_silica_mg_l","bottom_silica_mg_l","total_phosphorus_mg_l","bottom_total_phosphorus_mg_l","top_total_suspended_solid_mg_l","bottom_total_suspended_solid_mg_l","top_active_chlorophyll_a_g_l","bottom_active_chlorophyll_a_g_l","chlorophyll_top_sample_field_u_l_ysi","chlorophyll_bottom_sample_field_u_l_ysi","top_total_organic_carbon_mg_l","top_dissolved_organic_carbon_mg_l","bottom_dissolved_organic_carbon_mg_l","top_dissolved_organic_carbon_ysi_mg_l","bottom_dissolved_organic_carbon_ysi_mg_l","top_sample_depth_ysi_ft","bottom_depth_ysi_ft","top_sample_salinity_ysi_psu","bottom_sample_salinity_ysi_psu","top_sample_temperature_ysi_c","bottom_sample_temperature_ysi_c","top_bacteria_per_c_c_1909","bottom_bacteria_per_c_c_1909","top_beam_attenuation_coefficient","bottom_beam_attenuation_coefficient","top_five_day_biochemical_oxygen_demand_mg_l","bottom_five_day_biochemical_oxygen_demand_mg_l","top_pcb_plate_count_thous_ml","bottom_pcb_plate_count_thous_ml","top_coliform_log_no_ml","bottom_coliform_log_no_ml","oakwood_bod_top_sample_mg_l","oakwood_bod_bottom_sample_mg_l","oakwood_total_suspended_solid_top_sample_mg_l","oakwood_total_suspended_solid_bottom_sample_mg_l","top_turbidity_nephelometric_turbidity_units","bottom_turbidity_ysi_nephelometric_turbidity_units","sampling_comment","long","lat","type"
"AC1",,"2020-07-09T00:00:00.000","10:46","Wet",,,"1.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.35",,,,,,"2400",,,,"739",,"1.772",,"0.285",,"0.075",,"1.162",,"20.8",,"0.36",,"87",,"55.3",,"2.77",,,"2.02",,"8.18",,,,"1.19",,"22.38",,,,,,,,,,,,,,,,"55.29",,,"-73.75175","40.76317","Permanent"
"AC1",,"2011-08-01T00:00:00.000","11:08","D",,,"8.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.67",,,,,,"350",,,,"380",,"0.015",,"0.022",,"0.17",,"0.34",,"3.5",,"1.06",,"18",,"32.2",,"21.8",,,"3.7",,"8.36",,,,"22.99",,"24.97",,,,,,,,,,,,,,,,"17",,,,,"Permanent"
"AC1",,"2019-08-01T00:00:00.000","10:20","Wet",,,"5.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.18",,,,,,"22000",,,,"350",,"0.29",,"0.318",,"0.162",,"1.14",,"5.238",,"0.409",,"29",,"44.2",,"22.6",,,"2.79",,"3.56",,,,"20.96",,"22.87",,,,,,,,,,,,,,,,"9.1",,,"-73.75175","40.763172","Permanent"
"AC1",,"2024-08-01T00:00:00.000","11:31","Dry",,,"5.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.17",,,,"E",,"8545",,,,,,"0.306",,"0.315",,"0.205",,"1.539",,"14.7",,"0.329",,"15",,"48.5",,"18.28",,,"2.82",,"2.9",,,,"24.64",,"24.34",,,,,,,,,,,,,,,,"31.02",,,,,"Permanent"
"AC1",,"2009-08-10T00:00:00.000","10:19","W",,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.07",,,,"E",,"8950",,,,"2,100",,"2.39",,"0.334",,"0.142",,"1.35",,"19.6",,"0.454",,"174",,"5.7",,"5.5",,,"6.1",,"6.69",,,,"1.72",,"19.84",,,,,,,,,,,,,,,,"99.5",,,,,"Permanent"
"AC1",,"2017-08-10T00:00:00.000","11:15","Dry",,,"3.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.28",,,,,,"372",,"E",,"60",,"0.532",,"0.243",,"0.225",,"1.284",,"8.42",,"0.379",,"32",,"38.2",,"38.39",,,"3.3",,"6.67",,,,"21.4",,"25.46",,,,,,,,,,,,,,,,"37.42",,,"-73.75175","40.76317","Permanent"
"AC1",,"2023-08-10T00:00:00.000","10:07","Dry",,,"3.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.58",,,,,,"464",,,,"84",,"0.183",,"0.505",,"0.289",,"1.189",,"5.535",,"0.475",,"61",,"80.2",,"13.16",,,"3.06",,"2.94",,,,"23.16",,"23.18",,,,,,,,,,,,,,,,"14.2",,,,,"Permanent"
"AC1",,"2016-08-11T00:00:00.000","11:03",,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.11",,,,,"6.65",,,,"2.17",,"22.67",,,,,,,,,,,,,,,,"151.21",,"Extremely low water; very muddy; no sample collected.","-73.75175","40.76317","Permanent"
"AC1",,"2013-08-12T00:00:00.000","9:35","D",,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.39",,,,,"5.82",,,,"1.01",,"20.91",,,,,,,,,,,,,,,,"245.61",,"No bacteria sample was collected.Water was very Muddy, High Turbidity.",,,"Permanent"
"AC1",,"2015-08-12T00:00:00.000","10:18","W",,,"5.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.32",,,,,,"590",,"E",,"60",,"0.142",,"0.453",,"0.186",,"0.653",,"4.357",,"0.29",,"46",,"13.3",,,,,"3.01",,"4.01",,,,"25.44",,"22.69",,,,,,,,,,,,,,,,"17.83",,,,,"Permanent"
"AC1",,"2021-08-12T00:00:00.000","10:56","W",,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.28",,,,,,"6000",,"E",,"160",,"1.989",,"0.146",,"0.132",,"1.47",,"13",,"0.629",,"111",,"10.7",,"5.12",,,"4.62",,"7.82",,,,"0.94",,"21.57",,,,,,,,,,,,,,,,"80.98",,,,,"Permanent"
"AC1",,"2012-08-13T00:00:00.000","10:20","D",,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.26",,,,,,"3200",,"E",,"900",,"0.728",,"0.48",,"0.248",,"0.96",,"10.4",,"0.336",,"6",,"10.9",,"3.7",,,"2.74",,"5.98",,,,"25.27",,"23.78",,,,,,,,,,,,,,,,"4.5",,,,,"Permanent"
"AC1",,"2020-08-13T00:00:00.000","10:42","Wet",,,"2.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.92",,,,,,"24000",,,,"13000",,"1.27",,"0.293",,"0.168",,"0.972",,"13.9",,"0.37",,"49",,"31.2",,"12.31",,,"2.75",,"1.66",,,,"22.42",,"24.58",,,,,,,,,,,,,,,,"12.44",,,"-73.75175","40.76317","Permanent"
"AC1",,"2014-08-14T00:00:00.000","11:39","W",,,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.33",,,,,,"2,600",,,,"300",,"1.41",,"0.405",,"0.13",,"1.455",,"15.193",,"1.004",,"178",,"12",,"8.56",,,"3.25",,"6.86",,,,"3..98",,"21.13",,,,,,,,,,,,,,,,"110.14",,"Very muddy water.",,,"Permanent"
"AC1",,"2019-08-15T00:00:00.000","11:58","Dry",,,"7.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.39",,,,,,"440",,"E",,"44",,"0.167",,"0.208",,"0.067",,"0.892",,"5.48",,"0.348",,"31",,"40.4",,"8.12",,,"2.56",,"4.86",,,,"24.16",,"28.36",,,,,,,,,,,,,,,,"4.81",,,"-73.75175","40.763172","Permanent"
"AC1",,"2024-08-15T00:00:00.000","12:30","Dry",,,"0.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.14",,,,"E",,"13000",,,,,,"1.492",,"0.261",,"0.18",,"0.883",,"11.783",,"0.453",,"49",,"10.4",,"10.05",,,"2.27",,"5.24",,,,"9",,"21.95",,,,,,,,,,,,,,,,"45.22",,,,,"Permanent"
"AC1",,"2010-08-16T00:00:00.000","10:12","D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.14",,,,,,"9,200",,,,"2,300",,"1.92",,"0.259",,"0.15",,"1.426",,"21.2",,"0.466",,"97",,"16.2",,"10.5",,,"4.5",,"8.12",,,,"2.8",,"19.62",,,,,,,,,,,,,,,,"44.8",,,,,"Permanent"
"AC1",,"2018-08-16T00:00:00.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 inchs , too shallow no samples","-73.75175","40.76317","Permanent"
"AC1",,"2009-08-17T00:00:00.000","10:26","D",,,"5.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,"360",,"E",,"24",,"0.264",,"0.452",,"0.224",,"1.36",,"4.82",,"0.318",,"8.6",,"7.5",,"9.1",,,"3.6",,"1.58",,,,"24.11",,"23.43",,,,,,,,,,,,,,,,"1.8",,,,,"Permanent"
"AC1",,"2017-08-17T00:00:00.000","10:50","Dry",,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.12",,,,,,"5,900",,,,"3,200",,"0.941",,"0.372",,"0.222",,"1.122",,"10.737",,"0.399",,"17",,"55.9",,"52.45",,,"3.16",,"3.23",,,,"19.83",,"22.84",,,,,,,,,,,,,,,,"5.7",,,"-73.75175","40.76317","Permanent"
"AC1",,"2016-08-18T00:00:00.000","12:00","Dry",,,"7.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.85",,,,,,"1,818",,,,"92",,"0.02",,"0.05",,"0.16",,"1.39",,"5.18",,"0.35",,"33",,"127",,"68.86",,,"3.07",,"5.88",,,,"29.26",,"25.83",,,,,,,,,,,,,,,,"8.5",,"Dark brown water.  Chlorophyll-a- high result was observed.  All QC controls were met.","-73.75175","40.76317","Permanent"
"AC1",,"2022-08-18T00:00:00.000","10:37",,,,"0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.25",,,,,"7.2",,,,"1.55",,"19.82",,,,,,,,,,,,,,,,"120.5",,"No sample taken, water too shallow, Multiple dead fish, muddy water",,,"Permanent"
"AC1",,"2015-08-19T00:00:00.000","10:45","D",,,"0.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,400",,,,"400",,"2.083",,"0.223",,"0.134",,"0.735",,"20.4",,"0.42",,"133",,"15",,"8.4",,,"1.64",,"8.31",,,,"1.01",,"21.61",,,,,,,,,,,,,,,,"68.21",,,,,"Permanent"
"AC1",,"2021-08-19T00:00:00.000","9:58","W",,,"5.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.08",,,,,,"4000",,,,"1400",,"0.369",,"0.613",,"0.25",,"0.907",,"4.908",,"0.35",,"8",,"3.8",,"2.54",,,"3.05",,"2.3",,,,"23.63",,"24.8",,,,,,,,,,,,,,,,"8.08",,,,,"Permanent"
"AC1",,"2010-08-02T00:00:00.000","10:40","D",,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.12",,,,,,"1,400",,"E",,"1,000",,"1.73",,"0.261",,"0.108",,"1.805",,"21.4",,"0.235",,"84.4",,"44",,"4.6",,,"4.1",,"9.01",,,,"1.51",,"21.17",,,,,,,,,,,,,,,,"36.2",,,,,"Permanent"
"AC1",,"2012-08-20T00:00:00.000","10:41","D",,,"3.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.26",,,,,,"2400",,"E",,"600",,"1.34",,"0.419",,"0.186",,"1.09",,"16",,"0.399",,"47",,"7",,"2.5",,,"2.9",,"4.32",,,,"11.39",,"22.25",,,,,,,,,,,,,,,,,,,,,"Permanent"
"AC1",,"2013-08-20T00:00:00.000","9:42","D",,,"6.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.17",,,,,,"28000",,,,"140",,"0.2",,"0.2",,,,"1.28",,"5.17",,"0.38",,"18",,"36.1",,"47.04",,,"3.4",,"4.05",,,,"15.4",,"22.55",,,,,,,,,,,,,,,,"10.02",,,,,"Permanent"
"AC1",,"2020-08-20T00:00:00.000","10:12","Dry",,,"3.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.1",,,,"E",,"1600",,"E",,"1000",,"0.438",,"0.6",,"0.151",,"1.431",,"9.35",,"0.486",,"183",,"10.9",,"6.61",,,"3.06",,"2.29",,,,"19.8",,"23.35",,,,,,,,,,,,,,,,"79.65",,,"-73.75175","40.76317","Permanent"
"AC1",,"2014-08-21T00:00:00.000","11:27","D",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.22",,,,,,"336",,"E",,"24",,"0.211",,"0.246",,"0.237",,"0.774",,"5.35",,"0.344",,"13",,"19.7",,"31.21",,,"3.12",,"2.68",,,,"24.72",,"23.62",,,,,,,,,,,,,,,,"5.14",,,,,"Permanent"
"AC1",,"2018-08-21T00:00:00.000","10:43 AM","Dry",,,"5.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.44",,,,"E",,"1300",,,,"200",,"0.364",,"0.525",,"0.251",,"0.975",,"8.984",,"0.446",,"8",,"10.1",,"6.47",,,"2.57",,"1.71",,,,"23.72",,"23.61",,,,,,,,,,,,,,,,"4.32",,,"-73.75175","40.76317","Permanent"
"AC1",,"2011-08-22T00:00:00.000","11:28","W",,,"2.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.18",,,,,,"6,200",,"E",,"1,700",,"1.84",,"0.208",,"0.15",,"0.283",,"19",,"1.09",,"22",,"6.3",,"1.4",,,"3",,"7.33",,,,"2",,"21.4",,,,,,,,,,,,,,,,"34",,,,,"Permanent"
"AC1",,"2019-08-22T00:00:00.000","10:58","Wet",,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.37",,,,,,"6000",,,,"2000",,"2.043",,"0.292",,"0.101",,"1.052",,"18.503",,"0.516",,"85",,"35.9",,"2.03",,,"2.23",,"7.46",,,,"1.01",,"24.87",,,,,,,,,,,,,,,,"58.33",,,"-73.75175","40.763172","Permanent"
"AC1",,"2009-08-24T00:00:00.000","11:54","D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.2",,,,,,"5800",,,,"450",,"1.45",,"0.508",,"0.166",,"1.56",,"18.3",,"0.314",,"36.8",,"10.2",,"2.3",,,"6.6",,"6.37",,,,"3.73",,"23.6",,,,,,,,,,,,,,,,"35.2",,,,,"Permanent"
"AC1",,"2010-08-24T00:00:00.000","11:32","W",,,"7.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.51",,,,,,"2,000",,,,"470",,"0.388",,"0.434",,"0.121",,"1.518",,"4.8",,"0.318",,"32.4",,"48.4",,"18.1",,,"2.6",,"6.27",,,,"23.01",,"20.78",,,,,,,,,,,,,,,,"13.9",,,,,"Permanent"
"AC1",,"2017-08-24T00:00:00.000","10:58","Dry",,,"2.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.35",,,,,,"762",,"E",,"300",,"1.009",,"0.308",,"0.206",,"1.211",,"14.586",,"0.605",,"72",,"23.4",,"15.02",,,"2.97",,"8.67",,,,"11.52",,"23.82",,,,,,,,,,,,,,,,,,"Used Exo B no turbidity sensor","-73.75175","40.76317","Permanent"
"AC1",,"2023-08-24T00:00:00.000","10:03","Dry",,,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.59",,,,,,"3100",,,,"3900",,"1.2",,"0.156",,"0.201",,"2.087",,"12.562",,"0.612",,"155",,"741",,"47.31",,,"3.29",,"5.99",,,,"5.57",,"19.81",,,,,,,,,,,,,,,,"69.72",,,,,"Permanent"
"AC1",,"2016-08-25T00:00:00.000","11:22",,,,"0.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.58",,,,"1.31",,"21.62",,,,,,,,,,,,,,,,"145.03",,"Muddy water- no sample was collected","-73.75175","40.76317","Permanent"
"AC1",,"2013-08-26T00:00:00.000","10:28","D",,,"0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.18",,,,">",,"200000",,"E",,"64000",,"2.03",,"1.99",,"0.3",,"3.76",,"22.7",,"0.78",,"114",,"8.8",,"4",,,"4.9",,"6.44",,,,"1.63",,"18.23",,,,,,,,,,,,,,,,"71.31",,"Very low water level. High Turbidity. Sample brownish.Three filters were used for the Ortho-P filtration.",,,"Permanent"
"AC1",,"2015-08-26T00:00:00.000","10:13","D",,,"4.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256",,,,"92",,"0.346",,"0.193",,"0.201",,"0.985",,"6.963",,"0.352",,"45",,"11.1",,"17.6",,,"2.36",,"2.57",,,,"24.83",,"23.08",,,,,,,,,,,,,,,,"13.62",,"No pH probe.",,,"Permanent"
"AC1",,"2021-08-26T00:00:00.000","10:33","D",,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.31",,,,,,,,"E",,"200",,"1.97",,"0.214",,"0.154",,"1.04",,"21.7",,"0.499",,"85",,"13.8",,"2.98",,,"2.45",,"7.54",,,,"1",,"20.93",,,,,,,,,,,,,,,,"57.67",,,,,"Permanent"
"AC1",,"2018-08-27T00:00:00.000","11:00 AM","Dry",,,"6.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.62",,,,,,"636",,"E",,"52",,"0.206",,"0.322",,"0.205",,"0.906",,"5.99",,"0.4",,"27",,"26.3",,"20.38",,,"2.79",,"5.65",,,,"23.45",,"25.17",,,,,,,,,,,,,,,,"7.62",,,"-73.75175","40.76317","Permanent"
"AC1",,"2012-08-28T00:00:00.000","9:52","W",,,"5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.08",,,,,,"6300",,,,"470",,"0.42",,"0.41",,"0.236",,"1.34",,"6.05",,"0.478",,"9",,"6.8",,"2.05",,,"3.8",,"1.51",,,,"26.76",,"24.31",,,,,,,,,,,,,,,,"5.72",,"a lot of debris (leafs,grass,paper) (YSI-EXO2)",,,"Permanent"
"AC1",,"2014-08-28T00:00:00.000","11:01","D",,,"1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.21",,,,,,"800",,,,"200",,"0.48",,"0.533",,"0.188",,"1.251",,"8.782",,"0.633",,"159",,"19.9",,"18.04",,,"5.49",,"4.13",,,,"21.58",,"23.96",,,,,,,,,,,,,,,,"90.4",,,,,"Permanent"
"AC1",,"2024-08-29T00:00:00.000","11:11","Wet",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.19",,,,,,"13250",,,,,,"0.734",,"0.216",,"0.137",,"1",,"10.316",,"0.299",,"41",,"33.4",,"44.91",,,"2.3",,"3.84",,,,"21.03",,"25.07",,,,,,,,,,,,,,,,"28.77",,,,,"Permanent"
"AC1",,"2009-08-03T00:00:00.000","9:57","W",,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.01",,,,,,"360",,"E",,"20",,"0.216",,"0.411",,"0.173",,"1.07",,"2.96",,"0.257",,"18",,"5.4",,"2.2",,,"4.2",,"1.7",,,,"23.15",,"22.94",,,,,,,,,,,,,,,,"2.3",,,,,"Permanent"
"AC1",,"2017-08-03T00:00:00.000","10:58","Dry",,,"5.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.18",,,,,,"743",,,,"144",,"0.161",,"0.114",,"0.215",,"1.781",,"5.271",,"0.821",,"31",,"6.04",,"63.99",,,"3.6",,"6.63",,,,"22.76",,"23.66",,,,,,,,,,,,,,,,"1.54",,,"-73.75175","40.76317","Permanent"
"AC1",,"2010-08-30T00:00:00.000","10:12","D",,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.33",,,,,,"16,500",,,,"3,100",,"2.11",,"0.198",,"0.141",,"2.19",,"21.5",,"0.485",,"53.2",,"11.6",,"5.6",,,"2.3",,"9.16",,,,"1.78",,"19.79",,,,,,,,,,,,,,,,"42.1",,,,,"Permanent"
"AC1",,"2009-08-31T00:00:00.000","10:24","D",,,"5.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.05",,,,"E",,"620",,,,"210",,"0.414",,"0.556",,"0.229",,"1.74",,"8.09",,"0.318",,"17.6",,"9.5",,"2.9",,,"3.9",,"2.67",,,,"21.77",,"21.15",,,,,,,,,,,,,,,,"6.9",,,,,"Permanent"
"AC1",,"2017-08-31T00:00:00.000","10:35","Dry",,,"3.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.06",,,,,,"4,800",,,,"3,400",,"1.572",,"0.283",,"0.145",,"0.667",,"16.3",,"0.264",,"27",,"4.44",,"25.31",,,"2.65",,"2.37",,,,"22.32",,"21.07",,,,,,,,,,,,,,,,,,"Used Exo B no turbidity sensor","-73.75175","40.76317","Permanent"
"AC1",,"2016-08-04T00:00:00.000","10:30","Dry",,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.09",,,,,,"341",,"E",,"32",,"0.27",,"0.48",,"0.23",,"1.51",,"6.44",,"0.47",,"32",,"24.8",,"2.98",,,"3.25",,"3.57",,,,"15.44",,"24.6",,,,,,,,,,,,,,,,"82.64",,,"-73.75175","40.76317","Permanent"
"AC1",,"2022-08-04T00:00:00.000","11:10",,,,"0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.14",,,,,"8",,,,"1.1",,"22.3",,,,,,,,,,,,,,,,"62.72",,"No sample , low water",,,"Permanent"
"AC1",,"2013-08-05T00:00:00.000","9:54","D",,,"5.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.31",,,,,,"35000",,,,"176",,"0.4",,"0.52",,"0.22",,"1.66",,"7.2",,"0.45",,"36",,"35.4",,"46.23",,,"4",,"5.66",,,,"17.44",,"21.2",,,,,,,,,,,,,,,,"26.91",,,,,"Permanent"
"AC1",,"2015-08-05T00:00:00.000","11:22","W",,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500",,,,"200",,"2.213",,"0.153",,"0.089",,"0.35",,"22.962",,"0.164",,"81",,"7",,"4.01",,,"1.78",,"8.2",,,,"1.23",,"21.79",,,,,,,,,,,,,,,,"49.15",,"Very shallow. No pH probe.",,,"Permanent"
"AC1",,"2019-08-05T00:00:00.000","11:06","Wet",,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.53",,,,,,"3800",,"E",,"1300",,"1.668",,"0.135",,"0.065",,"1.584",,"15.339",,"0.385",,"86",,"164",,"33.5",,,"1.97",,"8.93",,,,"1.23",,"21.4",,,,,,,,,,,,,,,,"37.8",,,"-73.75175","40.763172","Permanent"
"AC1",,"2021-08-05T00:00:00.000","11:55","D",,,"5.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.14",,,,,,"406",,,,"120",,"0.474",,"0.389",,"0.164",,"1.281",,"7.67",,"0.34",,"40",,"50.2",,"3.25",,,"2.84",,"2.49",,,,"20.55",,"26.78",,,,,,,,,,,,,,,,"20.06",,,,,"Permanent"
"AC1",,"2012-08-06T00:00:00.000","10:15","W",,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.39",,,,,,"28000",,,,"2100",,"2.17",,"0.31",,"0.151",,"1.99",,"19.8",,"0.696",,"104",,"10.7",,"6.4",,,"3.08",,"8.5",,,,"1.68",,"21.28",,,,,,,,,,,,,,,,"54.4",,,,,"Permanent"
"AC1",,"2014-08-07T00:00:00.000","11:52","D",,,"3.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.12",,,,,,"500",,,,"104",,"0.635",,"0.268",,"0.225",,"0.843",,"8.323",,"0.396",,"48",,"16.7",,"20.06",,,"3.08",,"4.58",,,,"21.95",,"22.24",,,,,,,,,,,,,,,,,,,,,"Permanent"
"AC1",,"2011-08-08T00:00:00.000","10:16","W",,,"6.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.1",,,,,,"10,000",,"E",,"6,600",,"1.21",,"0.342",,"0.231",,"0.351",,"12.9",,"0.817",,"11",,"3.1",,"3.2",,,"3.1",,"3.54",,,,"9.15",,"21.48",,,,,,,,,,,,,,,,"12.3",,,,,"Permanent"
"AC1",,"2010-08-09T00:00:00.000","10:35","D",,,"6.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.29",,,,,,"400",,"E",,"72",,"0.226",,"0.114",,"0.181",,"0.747",,"4.05",,"0.27",,"7.8",,"32.6",,"26.3",,,"4.6",,"5.88",,,,"26.14",,"23.92",,,,,,,,,,,,,,,,"3.1",,,,,"Permanent"
"AC1",,"2018-08-09T00:00:00.000","10:46 AM","Wet",,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.45",,,,,,"36000",,"E",,"1000",,"0.197",,"0.613",,"0.216",,"1.092",,"4.149",,"0.377",,"45",,"55.4",,"10.95",,,"2.95",,"2.3",,,,"23",,"24.58",,,,,,,,,,,,,,,,"6.95",,,"-73.75175","40.76317","Permanent"
"AC1",,"2016-09-01T00:00:00.000","10:48","Dry",,,"6.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.54",,,,,,"368",,"E",,"72",,"0.04",,"0.14",,"0.18",,"0.71",,"4.87",,"0.24",,"23",,"31.8",,"35.8",,,"2.84",,"3.01",,,,"28.82",,"24.57",,,,,,,,,,,,,,,,"8.86",,,"-73.75175","40.76317","Permanent"
